max_iter,class_weight,c,Train,Test,F1 score,Precision,Recall
100,balanced,1,0.868401238182883,0.5823920265780731,0.5778549299722466,0.5995628732472075,0.5823920265780731
100,None,1,0.8734208985192002,0.5893687707641196,0.5818742251931491,0.5918187022516282,0.5893687707641196
100,balanced,10,0.8484062578432193,0.5740863787375415,0.5679840374764815,0.5963332101768174,0.5740863787375415
100,None,10,0.852421986112273,0.574750830564784,0.5771743189193083,0.613392401694757,0.574750830564784
100,balanced,20,0.8585292395214591,0.5754152823920266,0.5670733216829018,0.5871527124069147,0.5754152823920266
100,None,20,0.8334309378398729,0.5528239202657808,0.5430005942428134,0.5790073302536458,0.5528239202657808
100,balanced,30,0.8354388019743997,0.5534883720930233,0.5478169637812333,0.5887859755816962,0.5534883720930233
100,None,30,0.8039822638668117,0.5375415282392026,0.5473111010869828,0.6113343679923079,0.5375415282392026
100,balanced,40,0.8070777210742073,0.5415282392026578,0.5309958335522479,0.5905871421053769,0.5415282392026578
100,None,40,0.7637413201706684,0.5083056478405316,0.5340119326610956,0.6244211541585448,0.5083056478405316
100,balanced,50,0.8727516104743579,0.5737541528239203,0.5682793574795442,0.5840324258735842,0.5737541528239203
100,None,50,0.8466493767255082,0.5611295681063123,0.5578968804711876,0.5936130709763539,0.5611295681063123
100,balanced,60,0.7913494520204133,0.5272425249169436,0.5326133870878005,0.607612134705893,0.5272425249169436
100,None,60,0.7756211829666193,0.5122923588039867,0.5360753713794785,0.6247831071265557,0.5122923588039867
100,balanced,70,0.8285785995147662,0.540531561461794,0.5497922677174835,0.6007987650570228,0.540531561461794
100,None,70,0.8617920187400653,0.5691029900332226,0.5695514012434603,0.5935584078575706,0.5691029900332226
100,balanced,80,0.8109261273320505,0.5488372093023256,0.5492088484958024,0.6085536152976063,0.5488372093023256
100,None,80,0.8523383251066677,0.5651162790697675,0.5612732940105091,0.5854000661440586,0.5651162790697675
100,balanced,90,0.8226386681167908,0.5521594684385382,0.5504800756191423,0.6054571481319823,0.5521594684385382
100,None,90,0.8267380573914499,0.5561461794019934,0.5516108377755957,0.5950876521056252,0.5561461794019934
100,balanced,100,0.8017234167154689,0.5441860465116279,0.5358525604366726,0.5909183420970295,0.5441860465116279
100,None,100,0.8460637496862712,0.5551495016611295,0.5531060485750828,0.5930308327866295,0.5551495016611295
150,balanced,1,0.8934995398644692,0.5833887043189369,0.5802261719428895,0.591527413199364,0.5833887043189369
150,None,1,0.8844641512590982,0.5900332225913621,0.582914987559035,0.5961256924395553,0.5900332225913621
150,balanced,10,0.8712457123734627,0.5601328903654486,0.558471833332336,0.5856841342908211,0.5601328903654486
150,None,10,0.8783568978499121,0.5598006644518272,0.5542403967374979,0.5707754478926951,0.5598006644518272
150,balanced,20,0.7788839621852255,0.5176079734219269,0.5238492623326284,0.6243936153853988,0.5176079734219269
150,None,20,0.8977662511503388,0.5714285714285714,0.563958079319981,0.5737775113138585,0.5714285714285714
150,balanced,30,0.8527566301346943,0.5475083056478405,0.538205821602603,0.5703602182692163,0.5475083056478405
150,None,30,0.8513343930394043,0.5558139534883721,0.5593591633606706,0.6005869262611716,0.5558139534883721
150,balanced,40,0.8842131682422822,0.5601328903654486,0.5562728528926836,0.575858507373213,0.5601328903654486
150,None,40,0.8438049025349285,0.5465116279069767,0.5454465527608944,0.5838972640369223,0.5465116279069767
150,balanced,50,0.8411277503555593,0.5325581395348837,0.5339525322088183,0.5902842417958188,0.5325581395348837
150,None,50,0.8860537103655985,0.5631229235880398,0.5642843972711323,0.5861303159562004,0.5631229235880398
150,balanced,60,0.8865556763992303,0.5710963455149501,0.5658421512907419,0.5794611468666733,0.5710963455149501
150,None,60,0.8724169664519368,0.5564784053156147,0.5541464793839425,0.5782467426347377,0.5564784053156147
150,balanced,70,0.827658328453108,0.5269102990033223,0.5437011616105963,0.6069442946326029,0.5269102990033223
150,None,70,0.8672299841044089,0.5511627906976744,0.5529166279061732,0.5857860807730249,0.5511627906976744
150,balanced,80,0.8597004935999331,0.5568106312292359,0.5541365389117624,0.5915770368247191,0.5568106312292359
150,None,80,0.8629632728185392,0.5495016611295681,0.5482725062732172,0.5830901633652098,0.5495016611295681
150,balanced,90,0.8727516104743579,0.5601328903654486,0.5593882218715742,0.5815415794685335,0.5601328903654486
150,None,90,0.7476784070944533,0.5159468438538206,0.5209474280346832,0.6288277761193802,0.5159468438538206
150,balanced,100,0.8248975152681335,0.526578073089701,0.5278512886421344,0.584302424857138,0.526578073089701
150,None,100,0.8687358822053041,0.5617940199335548,0.5571006370312414,0.5783233872710692,0.5617940199335548
200,balanced,1,0.9056303856772359,0.5833887043189369,0.5807296038263604,0.5880589575051508,0.5833887043189369
200,None,1,0.9075545888061575,0.5920265780730897,0.5870957142503623,0.5900415270171024,0.5920265780730897
200,balanced,10,0.880364761984439,0.5614617940199336,0.5575188998768602,0.585832392603228,0.5614617940199336
200,None,10,0.8978499121559441,0.5591362126245847,0.5553066201660809,0.571611771547415,0.5591362126245847
200,balanced,20,0.8905714046682841,0.5488372093023256,0.5506054302811487,0.5758144569411436,0.5488372093023256
200,None,20,0.8927465908140216,0.5541528239202658,0.5571366575649032,0.5817287630832167,0.5541528239202658
200,balanced,30,0.8504977829833514,0.5524916943521595,0.5577442049215255,0.6109458233913937,0.5524916943521595
200,None,30,0.8746758136032795,0.5438538205980067,0.5447718299404789,0.5788029934023744,0.5438538205980067
200,balanced,40,0.8076633481134443,0.5166112956810631,0.5225356509198473,0.5874955838752972,0.5166112956810631
200,None,40,0.903622521542709,0.564451827242525,0.5637992983020663,0.5813572628179898,0.564451827242525
200,balanced,50,0.8948381159541537,0.5475083056478405,0.5516360888692615,0.5804148707234538,0.5475083056478405
200,None,50,0.910901029030369,0.5647840531561462,0.5599726318377717,0.5683489458709676,0.5647840531561462
200,balanced,60,0.8994394712624446,0.5564784053156147,0.5600112094536875,0.5834139989947635,0.5564784053156147
200,None,60,0.8330126328118463,0.5358803986710964,0.5450262540620852,0.6060375371505061,0.5358803986710964
200,balanced,70,0.8093365682255501,0.5162790697674419,0.5299676231955414,0.6047472913453343,0.5162790697674419
200,None,70,0.8212164310215009,0.5199335548172758,0.5361706485617964,0.6033590458370596,0.5199335548172758
200,balanced,80,0.8907387266794947,0.5574750830564784,0.5585281210053075,0.5854466820227896,0.5574750830564784
200,None,80,0.7613151510081151,0.4863787375415282,0.4988447303886425,0.5848793265381043,0.4863787375415282
200,balanced,90,0.800886806659416,0.5149501661129569,0.5170011933608223,0.5843073978136843,0.5149501661129569
200,None,90,0.889651133606626,0.5568106312292359,0.5561321873441273,0.5792352949611083,0.5568106312292359
200,balanced,100,0.8864720153936251,0.5548172757475083,0.5479891348413671,0.5702546256168763,0.5548172757475083
200,None,100,0.8794444909227809,0.5438538205980067,0.5490181064355715,0.58874678186285,0.5438538205980067
250,balanced,1,0.9064669957332887,0.5843853820598006,0.5804276836215747,0.5895188002979703,0.5843853820598006
250,None,1,0.9113193340583954,0.5946843853820598,0.5920593899984447,0.5956102006887545,0.5946843853820598
250,balanced,10,0.9177612314900025,0.5651162790697675,0.5604444551985243,0.5677683937833823,0.5651162790697675
250,None,10,0.8947544549485484,0.5568106312292359,0.5428868226524818,0.5593189751585489,0.5568106312292359
250,balanced,20,0.8821216431021501,0.5382059800664452,0.5262596488226047,0.5577914007811661,0.5382059800664452
250,None,20,0.8293315485652137,0.5239202657807309,0.537940402598455,0.6066468804173858,0.5239202657807309
250,balanced,30,0.8971806241111018,0.5478405315614618,0.5371808256456964,0.5532366763723852,0.5478405315614618
250,None,30,0.9135781812097381,0.5528239202657808,0.5531259871497766,0.5692692539489072,0.5528239202657808
250,balanced,40,0.894336149920522,0.5528239202657808,0.5551284471464086,0.5773959460473296,0.5528239202657808
250,None,40,0.8365263950472684,0.5338870431893687,0.5327308388669476,0.5855946688511283,0.5338870431893687
250,balanced,50,0.8635488998577763,0.5322259136212625,0.5223425089205231,0.5683098766264553,0.5322259136212625
250,None,50,0.8889818455617836,0.5471760797342192,0.5382873316165594,0.5587571555987998,0.5471760797342192
250,balanced,60,0.9081402158453945,0.5584717607973422,0.5526977948063088,0.5660240701225832,0.5584717607973422
250,None,60,0.8946707939429432,0.5471760797342192,0.5443867587812338,0.5659246375080649,0.5471760797342192
250,balanced,70,0.908893164895842,0.5564784053156147,0.5492310602812105,0.5668126720791423,0.5564784053156147
250,None,70,0.8705764243286205,0.5332225913621262,0.5500439988655854,0.5890003368055335,0.5332225913621262
250,balanced,80,0.9195181126077135,0.5614617940199336,0.5638013896480839,0.5838176051315471,0.5614617940199336
250,None,80,0.8064920940349704,0.5073089700996678,0.5361677858382417,0.6168121931123381,0.5073089700996678
250,balanced,90,0.8815360160629131,0.5451827242524917,0.5351137420954889,0.5631112804812036,0.5451827242524917
250,None,90,0.8878105914833097,0.5428571428571428,0.5420016681130359,0.5664200210037983,0.5428571428571428
250,balanced,100,0.8669790010875931,0.5382059800664452,0.5430672590919292,0.5818760083215855,0.5382059800664452
250,None,100,0.8638835438801974,0.5322259136212625,0.5247740284126198,0.5801608699859119,0.5322259136212625
300,balanced,1,0.9115703170752112,0.5820598006644518,0.5793250290016969,0.5883311978624248,0.5820598006644518
300,None,1,0.9103154019911319,0.59734219269103,0.5918337798758322,0.5950657810176252,0.59734219269103
300,balanced,10,0.9160043503722914,0.5521594684385382,0.5507957352712439,0.5643253945214963,0.5521594684385382
300,None,10,0.8730025934911738,0.5372093023255814,0.5434874495491243,0.5788351627222642,0.5372093023255814
300,balanced,20,0.7844892495607797,0.48172757475083056,0.5009901592254469,0.61183554066816,0.48172757475083056
300,None,20,0.9103154019911319,0.5524916943521595,0.5529821425150464,0.57027766064665,0.5524916943521595
300,balanced,30,0.9080565548397892,0.5504983388704319,0.5445552056918124,0.5682511396008556,0.5504983388704319
300,None,30,0.8191249058813687,0.5179401993355481,0.5139531240153361,0.569552362245268,0.5179401993355481
300,balanced,40,0.9119049610976324,0.5558139534883721,0.5524420076838216,0.5653235278184767,0.5558139534883721
300,None,40,0.9005270643353133,0.5508305647840531,0.5460432006043269,0.5638003190125181,0.5508305647840531
300,balanced,50,0.9111520120471848,0.5451827242524917,0.5397341980505768,0.5508787782505212,0.5451827242524917
300,None,50,0.8986028612063917,0.5395348837209303,0.5402335913041534,0.5679376942624537,0.5395348837209303
300,balanced,60,0.8358571070024262,0.5146179401993356,0.5330531212120739,0.5936053932535401,0.5146179401993356
300,None,60,0.8431356144900861,0.5282392026578073,0.5326503458766151,0.5849361992660413,0.5282392026578073
300,balanced,70,0.9056303856772359,0.5481727574750831,0.5380260132467966,0.5575463028779767,0.5481727574750831
300,None,70,0.8982682171839705,0.5475083056478405,0.5427712446934496,0.5606329141775094,0.5475083056478405
300,balanced,80,0.9080565548397892,0.5398671096345515,0.5384805142704161,0.5615287215505532,0.5398671096345515
300,None,80,0.8709947293566469,0.5285714285714286,0.532688770101451,0.5701098900679745,0.5285714285714286
300,balanced,90,0.8887308625449678,0.5475083056478405,0.5476281249300384,0.5716843615399047,0.5475083056478405
300,None,90,0.9176775704843972,0.5528239202657808,0.5498645563780287,0.559896791446609,0.5528239202657808
300,balanced,100,0.8941688279093115,0.540531561461794,0.5439473099622607,0.58019282840923,0.540531561461794
300,None,100,0.9167572994227391,0.5514950166112956,0.5457653473932936,0.5591383524343893,0.5514950166112956
350,balanced,1,0.9101480799799213,0.586046511627907,0.5833147972885508,0.5930436095935326,0.586046511627907
350,None,1,0.9185978415460554,0.593687707641196,0.589873413791394,0.5906972814565196,0.593687707641196
350,balanced,10,0.9104827240023425,0.5481727574750831,0.5466261393623959,0.5672097977287605,0.5481727574750831
350,None,10,0.8956747260102066,0.5451827242524917,0.5452553236524228,0.5744942958249369,0.5451827242524917
350,balanced,20,0.8848824562871246,0.5345514950166113,0.5311441329243173,0.5666806755372047,0.5345514950166113
350,None,20,0.8987701832176023,0.5395348837209303,0.5381894247973885,0.561622266157061,0.5395348837209303
350,balanced,30,0.9062996737220781,0.5392026578073089,0.5384021512980733,0.5650375129269,0.5392026578073089
350,None,30,0.9305613653476115,0.5514950166112956,0.5511738377824972,0.5625313066281972,0.5514950166112956
350,balanced,40,0.8840458462310717,0.5282392026578073,0.5343628803247008,0.5750824502607822,0.5282392026578073
350,None,40,0.9058813686940517,0.5425249169435216,0.5401060928660365,0.5629780318784057,0.5425249169435216
350,balanced,50,0.9235338408767674,0.5441860465116279,0.5417773311724053,0.5558628744744795,0.5441860465116279
350,None,50,0.8927465908140216,0.5372093023255814,0.5415381212943696,0.5731713350781609,0.5372093023255814
350,balanced,60,0.8988538442232076,0.5385382059800664,0.5408308027368517,0.5727632279869981,0.5385382059800664
350,None,60,0.9156697063498703,0.5568106312292359,0.5535158453736109,0.5698686835745724,0.5568106312292359
350,balanced,70,0.9150840793106333,0.5372093023255814,0.5394638053575909,0.5565965095318631,0.5372093023255814
350,None,70,0.8898184556178366,0.5421926910299003,0.5437334640280999,0.5712724411009455,0.5421926910299003
350,balanced,80,0.9251233999832678,0.5488372093023256,0.5484042603599983,0.5591459561469069,0.5488372093023256
350,None,80,0.8843804902534929,0.5388704318936877,0.5441196266689456,0.5756213311266632,0.5388704318936877
350,balanced,90,0.9136618422153434,0.5475083056478405,0.5481958596544724,0.568325836536964,0.5475083056478405
350,None,90,0.9081402158453945,0.5421926910299003,0.5453702892489249,0.5684520315221192,0.5421926910299003
350,balanced,100,0.9178448924956077,0.5408637873754153,0.54046793041253,0.5622317204064284,0.5408637873754153
350,None,100,0.9103990629967372,0.5332225913621262,0.5291349814002103,0.5495706834348437,0.5332225913621262
400,balanced,1,0.9122396051200535,0.5810631229235881,0.5787306351087108,0.5889802100404111,0.5810631229235881
400,None,1,0.9203547226637664,0.5953488372093023,0.5913800758255168,0.5920144424548655,0.5953488372093023
400,balanced,10,0.921107671714214,0.546843853820598,0.5422613019006819,0.5612141980379691,0.546843853820598
400,None,10,0.9299757383083744,0.5491694352159469,0.5479967924230174,0.5598609574759043,0.5491694352159469
400,balanced,20,0.9375888898184557,0.5574750830564784,0.5592565304556247,0.5704472730933876,0.5574750830564784
400,None,20,0.896929641094286,0.5348837209302325,0.5479948500494607,0.5786845509648827,0.5348837209302325
400,balanced,30,0.9072199447837364,0.5392026578073089,0.5350388904694175,0.5596687101635173,0.5392026578073089
400,None,30,0.8264034133690287,0.5003322259136213,0.5022101829167309,0.5726908228018145,0.5003322259136213
400,balanced,40,0.908307537856605,0.5365448504983389,0.5352855041381999,0.5560901959170537,0.5365448504983389
400,None,40,0.7746172508993558,0.49036544850498337,0.5171290104709187,0.615825150366953,0.49036544850498337
400,balanced,50,0.820379820965448,0.5109634551495017,0.5310442065412586,0.6142109620284083,0.5109634551495017
400,None,50,0.9288044842299005,0.5528239202657808,0.5554292466947661,0.5707821090312303,0.5528239202657808
400,balanced,60,0.9282188571906634,0.5538205980066445,0.5497614851705802,0.5603432440741101,0.5538205980066445
400,None,60,0.8944198109261273,0.5388704318936877,0.5434607791347689,0.5760428889756243,0.5388704318936877
400,balanced,70,0.8961766920438383,0.5239202657807309,0.5309664398326222,0.5746878439113728,0.5239202657807309
400,None,70,0.907721910817368,0.5425249169435216,0.546816284243856,0.5766747927273647,0.5425249169435216
400,balanced,80,0.8810340500292814,0.5245847176079734,0.5396023502530911,0.5820670202185106,0.5245847176079734
400,None,80,0.8712457123734627,0.5186046511627908,0.5113201439018839,0.5523662862351704,0.5186046511627908
400,balanced,90,0.8961766920438383,0.5332225913621262,0.520969997959508,0.5440961926900936,0.5332225913621262
400,None,90,0.887894252488915,0.5292358803986711,0.5207541513556497,0.5440118322890279,0.5292358803986711
400,balanced,100,0.9139128252321593,0.5355481727574751,0.5318838205684672,0.5512108252152956,0.5355481727574751
400,None,100,0.9009453693633398,0.53156146179402,0.533762835025577,0.5584688125897165,0.53156146179402
450,balanced,1,0.9110683510415796,0.5794019933554817,0.5767892130284105,0.5871421804304041,0.5794019933554817
450,None,1,0.9196854346189242,0.5920265780730897,0.5869158209003411,0.5861858634517394,0.5920265780730897
450,balanced,10,0.9341587885886389,0.5534883720930233,0.5531700842257287,0.5645611812260157,0.5534883720930233
450,None,10,0.9426085501547729,0.553156146179402,0.5523856441580625,0.5586814397557581,0.553156146179402
450,balanced,20,0.9206057056805823,0.5348837209302325,0.5387858812221458,0.5603998168887151,0.5348837209302325
450,None,20,0.9365849577511922,0.5471760797342192,0.5482558195422575,0.5589859937855907,0.5471760797342192
450,balanced,30,0.9226972308207144,0.5388704318936877,0.5371597711262243,0.5581898706922752,0.5388704318936877
450,None,30,0.9193507905965029,0.5481727574750831,0.5479280121572065,0.5686161434893721,0.5481727574750831
450,balanced,40,0.8729189324855685,0.5255813953488372,0.5364893692028753,0.5861704043443224,0.5255813953488372
450,None,40,0.9027022504810508,0.5269102990033223,0.5267699588027498,0.5573964889038581,0.5269102990033223
450,balanced,50,0.8899857776290471,0.532890365448505,0.537159845380805,0.5646804208699617,0.532890365448505
450,None,50,0.9200200786413453,0.5465116279069767,0.54506145252068,0.5569223902016746,0.5465116279069767
450,balanced,60,0.9314816364092696,0.5485049833887043,0.544686369685166,0.5554168116878544,0.5485049833887043
450,None,60,0.8794444909227809,0.5222591362126245,0.5147089661496815,0.5514658660966641,0.5222591362126245
450,balanced,70,0.9269639421065842,0.5368770764119601,0.5378871394049648,0.5549063734645895,0.5368770764119601
450,None,70,0.9008617083577345,0.5312292358803987,0.5352645620053227,0.5629411128180061,0.5312292358803987
450,balanced,80,0.9173429264619761,0.5451827242524917,0.5512135017526627,0.5721722900715341,0.5451827242524917
450,None,80,0.9165063164059232,0.5388704318936877,0.5408880367620789,0.5593771526697683,0.5388704318936877
450,balanced,90,0.9183468585292395,0.5445182724252492,0.5481413550605747,0.5668372778860269,0.5445182724252492
450,None,90,0.9243704509328202,0.5398671096345515,0.5363771186679277,0.5488519364689741,0.5398671096345515
450,balanced,100,0.8964276750606542,0.5305647840531561,0.5257184884536078,0.5557565064791751,0.5305647840531561
450,None,100,0.9226135698151092,0.5415282392026578,0.5447085591834978,0.560860521904417,0.5415282392026578
500,balanced,1,0.910901029030369,0.5820598006644518,0.5789558879713498,0.589016191167292,0.5820598006644518
500,None,1,0.9215259767422405,0.593687707641196,0.5898199061784635,0.5901200513557442,0.593687707641196
500,balanced,10,0.9425248891491675,0.5504983388704319,0.5457245207076249,0.5507395854147584,0.5504983388704319
500,None,10,0.9309796703756379,0.5485049833887043,0.543569768903738,0.5553656793502117,0.5485049833887043
500,balanced,20,0.9226972308207144,0.5375415282392026,0.5307922593160505,0.5453623477407367,0.5375415282392026
500,None,20,0.9052120806492094,0.5355481727574751,0.5359854173099019,0.5601522099488468,0.5355481727574751
500,balanced,30,0.9200200786413453,0.5395348837209303,0.5319872655460012,0.5462824206974731,0.5395348837209303
500,None,30,0.9280515351794528,0.541860465116279,0.5342703214090527,0.5433992449746589,0.541860465116279
500,balanced,40,0.918765163557266,0.5401993355481728,0.5433987399772886,0.5596402535897868,0.5401993355481728
500,None,40,0.9311469923868485,0.545514950166113,0.5441460703051427,0.5547351842818208,0.545514950166113
500,balanced,50,0.840458462310717,0.4993355481727575,0.5227191108435888,0.5866083811168858,0.4993355481727575
500,None,50,0.9198527566301347,0.5375415282392026,0.5383986703966848,0.5561573062062823,0.5375415282392026
500,balanced,60,0.8714130343846733,0.5205980066445183,0.5286912543118748,0.5798601454207758,0.5205980066445183
500,None,60,0.9098970969631055,0.5325581395348837,0.5356999526860086,0.5580828732230395,0.5325581395348837
500,balanced,70,0.9090604869070527,0.53421926910299,0.5343135136535083,0.558005401785166,0.53421926910299
500,None,70,0.9068016397557098,0.5259136212624584,0.5315823761310173,0.5594297257775728,0.5259136212624584
